Product,ProductFeature,SentimentCategory,SentimentScore,CommonIssues
Product_B,Design,Negative,0.26,Poor aesthetics
Product_E,Value for Money,Positive,0.3,Not user-friendly
Product_C,Design,Neutral,0.52,Poor aesthetics
Product_C,Value for Money,Negative,0.62,Hard to understand
Product_E,Value for Money,Neutral,0.49,Breaks easily
Product_E,Functionality,Positive,0.12,Better alternatives exist
Product_B,Durability,Negative,0.68,Breaks easily
Product_B,Durability,Neutral,0.7,Too many steps
Product_A,Design,Neutral,0.39,Too expensive
Product_A,Functionality,Negative,0.76,Too expensive
Product_A,Durability,Positive,0.38,Looks outdated
Product_C,Ease of Use,Positive,0.27,Doesn't work as expected
Product_C,Value for Money,Positive,0.57,Limited features
Product_E,Ease of Use,Neutral,0.44,Uncomfortable
Product_C,Ease of Use,Positive,0.61,Looks outdated
Product_D,Design,Negative,0.48,Doesn't work as expected
Product_E,Ease of Use,Positive,0.55,Uncomfortable
Product_C,Value for Money,Positive,0.86,Breaks easily
Product_C,Design,Positive,0.5,Looks outdated
Product_A,Functionality,Negative,0.56,Looks outdated
Product_A,Functionality,Positive,0.04,Hard to understand
Product_A,Ease of Use,Negative,0.73,Not worth the price
Product_B,Value for Money,Neutral,0.5,Limited features
Product_A,Durability,Positive,0.75,Not sturdy
Product_D,Value for Money,Negative,0.57,Not worth the price
Product_E,Durability,Positive,0.53,Not user-friendly
Product_D,Ease of Use,Positive,0.28,Better alternatives exist
Product_B,Functionality,Negative,0.62,Too many steps
Product_B,Durability,Neutral,0.37,Poor aesthetics
Product_B,Durability,Negative,0.45,Doesn't work as expected
Product_A,Durability,Positive,0.32,Uncomfortable
Product_C,Ease of Use,Negative,0.51,Not user-friendly
Product_C,Durability,Positive,0.77,Too many steps
Product_D,Design,Neutral,0.53,Not user-friendly
Product_E,Ease of Use,Neutral,0.69,Hard to understand
Product_D,Ease of Use,Positive,0.78,Wears out quickly
Product_D,Design,Negative,0.58,Poor aesthetics
Product_D,Ease of Use,Positive,0.38,Doesn't work as expected
Product_B,Value for Money,Negative,0.52,Not sturdy
Product_E,Functionality,Positive,0.53,Too expensive
Product_A,Ease of Use,Positive,0.5,Hard to understand
Product_C,Functionality,Negative,0.52,Too expensive
Product_E,Ease of Use,Negative,0.5,Looks outdated
Product_D,Ease of Use,Positive,0.6,Looks outdated
Product_B,Functionality,Negative,0.61,Better alternatives exist
Product_D,Design,Positive,0.62,Not sturdy
Product_C,Durability,Neutral,0.98,Better alternatives exist
Product_A,Design,Neutral,0.2,Not user-friendly
Product_C,Ease of Use,Negative,0.54,Uncomfortable
Product_E,Functionality,Neutral,0.25,Better alternatives exist
Product_D,Ease of Use,Positive,0.24,Too many steps
Product_C,Functionality,Neutral,0.39,Uncomfortable
Product_E,Design,Negative,0.7,Better alternatives exist
Product_D,Value for Money,Negative,0.83,Not user-friendly
Product_A,Design,Neutral,0.74,Not worth the price
Product_C,Value for Money,Neutral,0.59,Wears out quickly
Product_B,Ease of Use,Positive,0.49,Better alternatives exist
Product_C,Design,Positive,0.62,Limited features
Product_B,Functionality,Negative,0.7,Not worth the price
Product_D,Value for Money,Positive,0.13,Not sturdy
Product_D,Durability,Positive,0.39,Uncomfortable
Product_C,Design,Neutral,0.52,Wears out quickly
Product_E,Value for Money,Neutral,0.67,Hard to understand
Product_A,Ease of Use,Neutral,0.65,Wears out quickly
Product_C,Ease of Use,Neutral,0.13,Wears out quickly
Product_B,Design,Negative,0.43,Not user-friendly
Product_B,Durability,Neutral,0.8,Too many steps
Product_C,Functionality,Positive,0.46,Not user-friendly
Product_E,Design,Negative,0.97,Looks outdated
Product_C,Functionality,Neutral,0.6,Poor aesthetics
Product_C,Durability,Negative,0.4,Poor aesthetics
Product_D,Design,Positive,0.88,Better alternatives exist
Product_A,Value for Money,Positive,0.52,Not worth the price
Product_E,Value for Money,Positive,0.51,Breaks easily
Product_A,Design,Negative,0.72,Doesn't work as expected
Product_B,Value for Money,Neutral,0.52,Not sturdy
Product_D,Durability,Positive,0.77,Too many steps
Product_C,Functionality,Neutral,0.62,Limited features
Product_B,Functionality,Positive,0.59,Uncomfortable
Product_E,Ease of Use,Neutral,0.17,Not sturdy
Product_A,Ease of Use,Neutral,0.5,Breaks easily
Product_B,Durability,Neutral,0.71,Hard to understand
Product_A,Value for Money,Negative,0.06,Breaks easily
Product_C,Functionality,Positive,0.67,Not sturdy
Product_D,Functionality,Negative,0.59,Better alternatives exist
Product_C,Functionality,Neutral,0.05,Looks outdated
Product_A,Functionality,Neutral,0.42,Hard to understand
Product_A,Design,Positive,0.77,Wears out quickly
Product_D,Design,Negative,0.86,Too many steps
Product_D,Durability,Positive,0.4,Better alternatives exist
Product_D,Value for Money,Positive,0.78,Breaks easily
Product_B,Functionality,Neutral,0.56,Too expensive
Product_B,Value for Money,Positive,0.37,Doesn't work as expected
Product_D,Functionality,Positive,0.02,Limited features
Product_A,Design,Negative,0.73,Too expensive
Product_C,Design,Positive,0.32,Hard to understand
Product_A,Value for Money,Positive,0.6,Not user-friendly
Product_C,Functionality,Neutral,0.67,Not sturdy
Product_B,Design,Positive,0.42,Difficult to operate
Product_E,Functionality,Neutral,0.48,Limited features
Product_C,Design,Negative,0.57,Hard to understand
Product_B,Functionality,Neutral,0.78,Looks outdated
Product_A,Functionality,Negative,0.04,Breaks easily
Product_E,Durability,Negative,0.11,Uncomfortable
Product_A,Durability,Positive,0.2,Hard to understand
Product_A,Ease of Use,Neutral,0.47,Difficult to operate
Product_A,Durability,Neutral,0.34,Not sturdy
Product_A,Value for Money,Neutral,0.47,Too expensive
Product_C,Durability,Positive,0.52,Uncomfortable
Product_E,Design,Negative,0.56,Doesn't work as expected
Product_D,Design,Negative,0.15,Not worth the price
Product_C,Durability,Negative,0.39,Difficult to operate
Product_B,Ease of Use,Negative,0.18,Limited features
Product_E,Design,Negative,0.91,Poor aesthetics
Product_D,Value for Money,Positive,0.46,Poor aesthetics
Product_E,Value for Money,Negative,0.62,Looks outdated
Product_D,Design,Negative,0.75,Too expensive
Product_B,Design,Neutral,0.39,Poor aesthetics
Product_D,Functionality,Positive,0.51,Doesn't work as expected
Product_E,Ease of Use,Positive,0.51,Not worth the price
Product_D,Design,Positive,0.53,Hard to understand
Product_D,Value for Money,Positive,0.72,Difficult to operate
Product_A,Functionality,Neutral,0.48,Hard to understand
Product_E,Functionality,Negative,0.47,Not worth the price
Product_C,Functionality,Negative,0.63,Looks outdated
Product_D,Design,Positive,0.6,Uncomfortable
Product_B,Design,Positive,0.74,Looks outdated
Product_E,Design,Negative,0.49,Looks outdated
Product_D,Functionality,Neutral,0.17,Not user-friendly
Product_B,Functionality,Negative,0.42,Too many steps
Product_D,Functionality,Neutral,0.76,Limited features
Product_A,Design,Negative,0.47,Difficult to operate
Product_E,Durability,Positive,0.39,Too many steps
Product_B,Durability,Neutral,0.32,Too many steps
Product_D,Value for Money,Neutral,0.32,Not sturdy
Product_B,Functionality,Neutral,0.18,Poor aesthetics
Product_B,Value for Money,Neutral,0.53,Not user-friendly
Product_A,Value for Money,Neutral,0.49,Uncomfortable
Product_C,Design,Negative,0.75,Not worth the price
Product_B,Design,Neutral,0.67,Wears out quickly
Product_A,Design,Negative,0.48,Too many steps
Product_A,Value for Money,Positive,0.6,Poor aesthetics
Product_B,Ease of Use,Positive,0.61,Hard to understand
Product_B,Functionality,Neutral,0.56,Doesn't work as expected
Product_A,Durability,Neutral,0.62,Too many steps
Product_C,Ease of Use,Negative,0.35,Not sturdy
Product_B,Durability,Positive,0.07,Breaks easily
Product_E,Durability,Negative,0.3,Looks outdated
Product_E,Ease of Use,Neutral,0.53,Not user-friendly
Product_A,Ease of Use,Positive,0.35,Not user-friendly
Product_D,Design,Negative,0.44,Better alternatives exist
Product_B,Functionality,Negative,0.41,Uncomfortable
Product_A,Functionality,Neutral,0.19,Looks outdated
Product_C,Ease of Use,Positive,0.39,Not user-friendly
Product_E,Ease of Use,Neutral,0.63,Not sturdy
Product_A,Value for Money,Neutral,0.76,Difficult to operate
Product_B,Value for Money,Positive,0.19,Looks outdated
Product_A,Durability,Neutral,0.53,Uncomfortable
Product_D,Functionality,Positive,0.77,Uncomfortable
Product_D,Ease of Use,Positive,0.64,Limited features
Product_C,Design,Neutral,0.42,Hard to understand
Product_E,Value for Money,Neutral,0.24,Wears out quickly
Product_C,Design,Neutral,0.76,Not sturdy
Product_C,Durability,Negative,0.31,Not user-friendly
Product_D,Value for Money,Neutral,0.59,Poor aesthetics
Product_D,Ease of Use,Negative,0.8,Poor aesthetics
Product_B,Functionality,Negative,0.38,Not user-friendly
Product_A,Durability,Negative,0.67,Limited features
Product_B,Durability,Neutral,0.54,Better alternatives exist
Product_A,Value for Money,Neutral,0.36,Too many steps
Product_E,Value for Money,Positive,0.19,Limited features
Product_D,Functionality,Neutral,0.21,Limited features
Product_A,Design,Negative,0.23,Limited features
Product_E,Value for Money,Positive,0.61,Not sturdy
Product_C,Functionality,Negative,0.87,Wears out quickly
Product_C,Durability,Neutral,0.43,Not sturdy
Product_E,Durability,Positive,0.15,Not worth the price
Product_A,Design,Negative,0.41,Poor aesthetics
Product_A,Functionality,Negative,0.63,Better alternatives exist
Product_D,Design,Neutral,0.51,Limited features
Product_B,Design,Neutral,0.59,Wears out quickly
Product_D,Functionality,Positive,0.45,Too many steps
Product_C,Design,Positive,0.53,Uncomfortable
Product_B,Value for Money,Positive,0.29,Hard to understand
Product_B,Design,Neutral,0.78,Doesn't work as expected
Product_A,Ease of Use,Neutral,0.47,Uncomfortable
Product_C,Design,Positive,0.57,Too many steps
Product_A,Ease of Use,Negative,0.39,Difficult to operate
Product_D,Functionality,Neutral,0.57,Looks outdated
Product_E,Value for Money,Positive,0.08,Too many steps
Product_C,Ease of Use,Positive,0.5,Better alternatives exist
Product_B,Durability,Negative,0.42,Wears out quickly
Product_D,Design,Neutral,0.52,Too many steps
Product_D,Value for Money,Neutral,0.44,Limited features
Product_E,Ease of Use,Positive,0.07,Hard to understand
Product_D,Design,Negative,0.76,Doesn't work as expected
Product_A,Design,Negative,0.62,Not user-friendly
Product_E,Ease of Use,Neutral,0.59,Breaks easily
Product_A,Durability,Positive,0.54,Not user-friendly
Product_C,Ease of Use,Neutral,0.65,Doesn't work as expected
Product_E,Durability,Neutral,0.5,Uncomfortable
Product_A,Value for Money,Negative,0.58,Breaks easily
Product_A,Ease of Use,Positive,0.69,Limited features
Product_D,Functionality,Negative,0.33,Hard to understand
Product_B,Design,Negative,0.21,Poor aesthetics
Product_A,Ease of Use,Neutral,0.66,Doesn't work as expected
Product_C,Durability,Negative,0.68,Not worth the price
Product_D,Value for Money,Neutral,0.54,Doesn't work as expected
Product_D,Functionality,Negative,0.15,Doesn't work as expected
Product_B,Ease of Use,Positive,0.3,Uncomfortable
Product_C,Value for Money,Negative,0.66,Difficult to operate
Product_D,Value for Money,Neutral,0.84,Doesn't work as expected
Product_B,Value for Money,Neutral,0.55,Too expensive
Product_B,Value for Money,Negative,0.34,Wears out quickly
Product_A,Functionality,Positive,0.21,Doesn't work as expected
Product_D,Functionality,Negative,0.52,Breaks easily
Product_E,Durability,Negative,0.51,Difficult to operate
Product_B,Value for Money,Negative,0.82,Doesn't work as expected
Product_C,Functionality,Positive,0.22,Too many steps
Product_C,Value for Money,Positive,0.55,Better alternatives exist
Product_A,Value for Money,Negative,0.53,Not worth the price
Product_B,Durability,Neutral,0.36,Better alternatives exist
Product_C,Value for Money,Neutral,0.73,Not sturdy
Product_D,Functionality,Positive,0.73,Hard to understand
Product_D,Functionality,Positive,-0.09,Breaks easily
Product_E,Durability,Positive,0.83,Looks outdated
Product_D,Functionality,Neutral,0.09,Not user-friendly
Product_C,Value for Money,Neutral,0.24,Poor aesthetics
Product_D,Durability,Positive,0.64,Limited features
Product_B,Ease of Use,Positive,0.83,Poor aesthetics
Product_D,Ease of Use,Negative,0.31,Too expensive
Product_A,Value for Money,Negative,0.43,Better alternatives exist
Product_B,Ease of Use,Neutral,0.82,Not sturdy
Product_D,Ease of Use,Neutral,0.61,Hard to understand
Product_E,Design,Negative,0.26,Limited features
Product_C,Value for Money,Negative,0.79,Better alternatives exist
Product_D,Value for Money,Negative,0.37,Poor aesthetics
Product_B,Value for Money,Positive,0.1,Breaks easily
Product_E,Ease of Use,Positive,0.64,Too expensive
Product_C,Functionality,Positive,0.49,Poor aesthetics
Product_B,Design,Positive,0.18,Doesn't work as expected
Product_C,Value for Money,Neutral,0.79,Too many steps
Product_D,Durability,Negative,0.39,Limited features
Product_C,Functionality,Negative,0.53,Too expensive
Product_C,Durability,Negative,0.63,Too expensive
Product_E,Durability,Negative,0.38,Wears out quickly
Product_B,Functionality,Negative,0.1,Poor aesthetics
Product_D,Ease of Use,Neutral,0.85,Not user-friendly
Product_E,Design,Neutral,0.37,Looks outdated
Product_C,Durability,Negative,0.77,Not user-friendly
Product_A,Ease of Use,Negative,0.64,Wears out quickly
Product_D,Functionality,Positive,0.43,Uncomfortable
Product_E,Ease of Use,Neutral,0.44,Not worth the price
Product_A,Ease of Use,Positive,0.31,Uncomfortable
Product_B,Durability,Positive,0.39,Better alternatives exist
Product_C,Ease of Use,Positive,0.82,Doesn't work as expected
Product_D,Functionality,Negative,0.79,Not sturdy
Product_E,Value for Money,Neutral,0.72,Not sturdy
Product_A,Ease of Use,Neutral,0.52,Too expensive
Product_E,Durability,Neutral,0.36,Not worth the price
Product_A,Design,Neutral,0.47,Wears out quickly
Product_D,Value for Money,Neutral,0.32,Not sturdy
Product_E,Ease of Use,Neutral,0.46,Poor aesthetics
Product_A,Design,Positive,0.62,Limited features
Product_A,Ease of Use,Negative,0.69,Too expensive
Product_E,Functionality,Neutral,0.64,Not user-friendly
Product_C,Design,Neutral,0.73,Too many steps
Product_B,Functionality,Negative,0.85,Doesn't work as expected
Product_A,Ease of Use,Negative,0.77,Doesn't work as expected
Product_D,Design,Neutral,0.49,Hard to understand
Product_D,Design,Positive,0.38,Too expensive
Product_D,Design,Neutral,0.6,Better alternatives exist
Product_C,Functionality,Neutral,0.6,Limited features
Product_A,Ease of Use,Neutral,0.41,Too many steps
Product_C,Design,Negative,0.32,Not worth the price
Product_E,Durability,Positive,0.27,Uncomfortable
Product_E,Durability,Positive,0.82,Wears out quickly
Product_C,Value for Money,Neutral,0.63,Not sturdy
Product_C,Design,Positive,0.21,Too many steps
Product_B,Ease of Use,Negative,0.42,Wears out quickly
Product_B,Functionality,Neutral,0.2,Limited features
Product_E,Value for Money,Positive,0.58,Difficult to operate
Product_C,Design,Negative,0.26,Breaks easily
Product_D,Functionality,Negative,0.73,Breaks easily
Product_B,Value for Money,Neutral,0.33,Wears out quickly
Product_D,Durability,Negative,0.52,Hard to understand
Product_B,Ease of Use,Negative,0.53,Limited features
Product_C,Durability,Negative,0.82,Hard to understand
Product_C,Design,Positive,0.33,Not user-friendly
Product_A,Ease of Use,Negative,0.34,Better alternatives exist
Product_D,Functionality,Positive,0.33,Better alternatives exist
Product_A,Design,Positive,0.66,Better alternatives exist
Product_E,Ease of Use,Neutral,0.45,Breaks easily
Product_A,Value for Money,Positive,0.49,Doesn't work as expected
Product_A,Functionality,Negative,0.45,Difficult to operate
Product_E,Ease of Use,Negative,0.64,Breaks easily
Product_E,Ease of Use,Negative,0.66,Doesn't work as expected
Product_D,Durability,Positive,0.45,Wears out quickly
Product_D,Functionality,Neutral,0.88,Not user-friendly
Product_D,Value for Money,Positive,0.66,Not user-friendly
Product_E,Functionality,Negative,0.44,Better alternatives exist
Product_B,Value for Money,Positive,0.67,Not user-friendly
Product_B,Functionality,Negative,0.89,Wears out quickly
Product_E,Design,Positive,0.38,Not sturdy
Product_C,Ease of Use,Positive,0.49,Not worth the price
Product_B,Ease of Use,Positive,0.53,Wears out quickly
Product_C,Ease of Use,Neutral,0.42,Difficult to operate
Product_D,Design,Positive,0.2,Limited features
Product_B,Design,Neutral,0.82,Hard to understand
